Questão  1;
Dispositivo; Visitação média por req.; 
Cpu 1;14.825825825825826;
Cpu 2;10.423423423423424;
Disco Rapido;6.465465465465465;
Disco Lento;4.867867867867868;

Questão  2;
Dispositivo; Demanda média (ms); 
Cpu 1;17.500622964295406;
Cpu 2;24.889534061144953;
Disco Rapido;40.185187347984005;
Disco Lento;53.28338903640669;

Questão  3;
Nº Pool;Ui (cpu #1);Ui (cpu #2);Ui (disco rápido);Ui (disco lento);
78;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
79;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
80;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
81;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
82;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
83;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9995877769719831;
84;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9995877769719831;
85;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9990089258885211;
86;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
87;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9995877769719831;
88;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
89;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9990089258885211;
90;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
91;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
92;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
93;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
94;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
95;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9995877769719831;
96;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
97;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9990089258885211;
98;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;
99;1.00020921525105;1.0001905354200842;1.0018390456893234;0.9995877769719831;
100;1.00020921525105;1.0001905354200842;1.0018390456893234;1.0002969562158757;

Questão  4;
Nº Pool; Tempo médio servidor;
0;NaN;
1;1944.3529300357131;
2;41173.15284783675;
3;42765.28061430264;
4;44483.0049417493;
5;43685.367577164194;
6;44086.491355632716;
7;43661.843040741;
8;41692.18528521298;
9;43608.202466630246;
10;42985.605105805465;
11;40095.22361161489;
12;42687.98390031761;
13;42941.820398903554;
14;43528.05870310255;
15;42521.86503201779;
16;42639.723400580544;
17;45212.849603426155;
18;41787.91226183174;
19;45003.963129692966;
20;45153.83971985368;
21;41562.742334975526;
22;41330.1905870344;
23;43443.54900965695;
24;42799.90196803082;
25;43482.24077084569;
26;42456.10327150574;
27;43156.7178675131;
28;43743.84856876488;
29;42206.95987907316;
30;43022.57899883524;
31;44853.23118846314;
32;43083.12212737803;
33;42874.60488949721;
34;43564.26419501142;
35;44195.433891794724;
36;44632.861725962815;
37;43032.97643358331;
38;42542.032717596994;
39;41086.16246580656;
40;43484.70440876881;
41;42251.11614617274;
42;41998.99013017868;
43;45609.27775520986;
44;42453.15070462028;
45;43082.87954811223;
46;41746.52921533636;
47;43472.432023652305;
48;42034.96100698794;
49;44074.85211323215;
50;42724.71531117845;
51;43810.43238410496;
52;44987.63942918483;
53;43119.25498516307;
54;41755.351314533335;
55;43051.9308408;
56;43540.65242548316;
57;43814.16651244137;
58;41339.106744565055;
59;42479.393491438066;
60;42690.69196315028;
61;43370.755508442744;
62;41619.87473580702;
63;44122.798900027105;
64;45148.46659174635;
65;45062.06115247554;
66;43373.91678244645;
67;45246.548430492876;
68;43671.444311160114;
69;43091.94891464014;
70;44208.78331905344;
71;43205.03002595784;
72;44562.85361571698;
73;45808.00369756819;
74;43263.137897517045;
75;42914.737868268814;
76;43489.588413202946;
77;40822.24915949687;
78;41361.80445153377;
79;43085.570343048705;
80;45042.538230544196;
81;42203.382857376164;
82;44243.025039585584;
83;40552.906887572615;
84;43531.95105454522;
85;44984.00404133987;
86;42844.53027408825;
87;43405.72569794515;
88;43249.59945452201;
89;46277.53064260783;
90;42935.72742958988;
91;42821.19789970117;
92;43854.45659876175;
93;43786.81009359451;
94;41312.40609805739;
95;42234.69169319557;
96;43335.1433559106;
97;41847.75138654855;
98;40927.03225402445;
99;41913.55039817888;
100;42891.66349120421;

Questão  5;
Nº Pool; Throughput médio servidor;
0;0.0;
1;0.035450558878060714;
2;0.0058273648976437924;
3;0.007890411650666227;
4;0.011389252474955746;
5;0.014916098437896675;
6;0.01850662058929398;
7;0.02293515608848121;
8;0.02467549411905864;
9;0.025195383197982802;
10;0.030375904860235906;
11;0.034139406092270126;
12;0.0377111470693882;
13;0.041772664803605815;
14;0.03986238366234511;
15;0.04448289084224795;
16;0.04860144777637745;
17;0.04826689206358851;
18;0.057105095265575175;
19;0.05552173924478161;
20;0.054169963134631585;
21;0.06417930107518666;
22;0.06299964806105697;
23;0.06682000404987329;
24;0.06718768852795413;
25;0.07711091912205825;
26;0.0742415299694496;
27;0.0786694261181912;
28;0.08328170363432431;
29;0.08835852109772971;
30;0.08517686834750912;
31;0.08153425372355101;
32;0.08574300196431858;
33;0.0916136579862263;
34;0.09680864603712383;
35;0.1025766372037257;
36;0.12153609470092498;
37;0.11005082265964285;
38;0.11507887597010735;
39;0.11599951577638029;
40;0.1113560015177823;
41;0.12416405038880003;
42;0.11193782227098921;
43;0.1326307808899402;
44;0.12745927603710572;
45;0.14841282379143314;
46;0.13930600775328786;
47;0.14452275664550995;
48;0.14448766030228624;
49;0.14574298136006755;
50;0.1415595273384006;
51;0.1485978048899167;
52;0.15747635659067322;
53;0.1629724702598304;
54;0.1564272933182661;
55;0.15932409504638215;
56;0.15721138446240585;
57;0.17581289559829283;
58;0.18400530696685335;
59;0.17813563247056308;
60;0.17330607036284226;
61;0.18873277697385865;
62;0.18117620174612947;
63;0.1896400541467507;
64;0.18647567672460136;
65;0.18720750627217148;
66;0.1963068728523359;
67;0.19076997895550873;
68;0.2053088645423439;
69;0.2195995459063303;
70;0.2199816912380978;
71;0.2137213308637984;
72;0.22626688241632917;
73;0.2368528037693988;
74;0.21010294192385584;
75;0.20150007401769385;
76;0.2233925509753877;
77;0.24197986036190758;
78;0.23911102200649093;
79;0.22622600894652276;
80;0.2208673848721854;
81;0.2475487327185771;
82;0.24609230922519038;
83;0.23170875716726833;
84;0.23714859307362363;
85;0.2748955962695697;
86;0.25278630768267557;
87;0.2650755632931891;
88;0.25790697354079606;
89;0.2906518209989736;
90;0.2837252366977787;
91;0.2613378256635468;
92;0.2882130571166226;
93;0.2546491960889169;
94;0.25668451534277076;
95;0.2994877498476553;
96;0.26800049021756334;
97;0.2544540609425346;
98;0.2661536961551383;
99;0.2901453452333955;
100;0.3001125722258419;

Questão  6;
Nº Pool; Tam. Med. cpu #1; Tam. Med. cpu #2; Tam. Med. disco rápido; Tam. Med. disco lento;

Questão  7a;
Nº Pool; -;

Questão  7b;
Nº Pool; -;

Questão  7c;
Nº Pool; -;

